16634,5651,924,1065,233,3171
17180,5255,1049,943,167,2370
17947,5314,965,1028,216,2132
18550,5656,977,1117,226,2022
13919,4945,1487,958,188,1578
15070,3478,1842,825,143,696
17374,3078,1135,812,136,577
18356,3382,999,927,139,578
20055,3946,1068,1138,131,597
22458,3474,813,1087,110,660
21641,2962,693,947,74,638
17895,2218,574,761,62,468
11178,1490,292,536,55,230
6779,1161,161,392,24,152
4142,802,138,244,20,112
2972,587,75,187,16,76
1739,333,43,118,4,33
838,129,28,62,0,21
359,68,11,26,0,11
15218,5428,913,1039,212,2968
15978,4598,1240,1033,190,2160
17287,4918,1176,1082,199,2038
17468,5377,1013,1043,216,1900
14312,4366,1111,976,174,1478
13810,3405,1270,805,168,828
15961,3138,967,893,140,774
17500,3304,916,1000,125,594
19008,3876,764,1204,124,802
20583,3654,791,1369,103,776
19652,2952,819,1230,80,616
14896,2345,560,1078,65,430
9347,1666,320,747,42,291
5839,1181,207,475,15,164
3968,1005,129,384,21,134
3123,740,82,320,16,108
2252,399,94,197,4,74
1205,207,63,126,3,24
782,172,50,41,2,20
